"from","to","relationship","relationship_detail","source","LINK_FUNCTION"
"kegg_10928","kegg_5879","inhibits","inhibition","KEGG",-1
"kegg_10928","kegg_5880","inhibits","inhibition","KEGG",-1
"kegg_10928","kegg_5881","inhibits","inhibition","KEGG",-1
"kegg_10928","kegg_998","inhibits","inhibition","KEGG",-1
"kegg_10971","kegg_2309","inhibits","inhibition","KEGG",-1
"kegg_10971","kegg_572","inhibits","inhibition","KEGG",-1
"kegg_10971","kegg_994","other","binding_association","KEGG",0
"kegg_10971","kegg_995","other","binding_association","KEGG",0
"kegg_11009","kegg_116379","activates","activation","KEGG",1
"kegg_11009","kegg_3587","activates","activation","KEGG",1
"kegg_11009","kegg_3588","activates","activation","KEGG",1
"kegg_11009","kegg_3716","activates","activation","KEGG",1
"kegg_11009","kegg_3718","activates","activation","KEGG",1
"kegg_11009","kegg_53832","activates","activation","KEGG",1
"kegg_11009","kegg_53833","activates","activation","KEGG",1
"kegg_11009","kegg_58985","activates","activation","KEGG",1
"kegg_11009","kegg_7297","activates","activation","KEGG",1
"kegg_1101","kegg_22801","activates","activation","KEGG",1
"kegg_1101","kegg_3655","activates","activation","KEGG",1
"kegg_1101","kegg_3672","activates","activation","KEGG",1
"kegg_1101","kegg_3673","activates","activation","KEGG",1
"kegg_1101","kegg_3674","activates","activation","KEGG",1
"kegg_1101","kegg_3675","activates","activation","KEGG",1
"kegg_1101","kegg_3676","activates","activation","KEGG",1
"kegg_1101","kegg_3678","activates","activation","KEGG",1
"kegg_1101","kegg_3679","activates","activation","KEGG",1
"kegg_1101","kegg_3680","activates","activation","KEGG",1
"kegg_1101","kegg_3685","activates","activation","KEGG",1
"kegg_1101","kegg_3688","activates","activation","KEGG",1
"kegg_1101","kegg_3690","activates","activation","KEGG",1
"kegg_1101","kegg_3691","activates","activation","KEGG",1
"kegg_1101","kegg_3693","activates","activation","KEGG",1
"kegg_1101","kegg_3694","activates","activation","KEGG",1
"kegg_1101","kegg_3695","activates","activation","KEGG",1
"kegg_1101","kegg_3696","activates","activation","KEGG",1
"kegg_1101","kegg_5747","activates","activation","KEGG",1
"kegg_1101","kegg_8515","activates","activation","KEGG",1
"kegg_1101","kegg_8516","activates","activation","KEGG",1
"kegg_11069","kegg_22800","activates","activation","KEGG",1
"kegg_11069","kegg_5599","activates","activation","KEGG",1
"kegg_11069","kegg_5601","activates","activation","KEGG",1
"kegg_11069","kegg_5602","activates","activation","KEGG",1
"kegg_11069","kegg_5906","activates","activation","KEGG",1
"kegg_11069","kegg_5908","activates","activation","KEGG",1
"kegg_11069","kegg_6237","activates","activation","KEGG",1
"kegg_111","kegg_C00575","activates","activation","KEGG",1
"kegg_1111","kegg_7157","activates","activation_phosphorylation","KEGG",1
"kegg_1111","kegg_993","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_1111","kegg_994","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_1111","kegg_995","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_11127","kegg_2735","activates","activation","KEGG",1
"kegg_11127","kegg_2736","activates","activation","KEGG",1
"kegg_11127","kegg_2737","activates","activation","KEGG",1
"kegg_11127","kegg_408","other","binding_association","KEGG",0
"kegg_11127","kegg_409","other","binding_association","KEGG",0
"kegg_11140","kegg_10000","activates","activation","KEGG",1
"kegg_11140","kegg_207","activates","activation","KEGG",1
"kegg_11140","kegg_208","activates","activation","KEGG",1
"kegg_11149","kegg_3776","other","binding_association","KEGG",0
"kegg_11184","kegg_4296","other","phosphorylation","KEGG",0
"kegg_11186","kegg_3265","other","missing interaction","KEGG",0
"kegg_11186","kegg_3845","other","missing interaction","KEGG",0
"kegg_11186","kegg_4893","other","missing interaction","KEGG",0
"kegg_11186","kegg_595","other","missing interaction","KEGG",0
"kegg_11186","kegg_6789","other","missing interaction","KEGG",0
"kegg_11186","kegg_83593","other","binding_association","KEGG",0
"kegg_11197","kegg_51384","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_54361","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7471","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7472","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7473","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7474","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7475","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7476","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7477","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7478","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7479","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7480","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7481","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7482","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7483","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_7484","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_80326","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_81029","inhibits","inhibition","KEGG",-1
"kegg_11197","kegg_89780","inhibits","inhibition","KEGG",-1
"kegg_112","kegg_C00575","activates","activation","KEGG",1
"kegg_11200","kegg_7157","activates","activation_phosphorylation","KEGG",1
"kegg_11200","kegg_993","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_11200","kegg_994","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_11200","kegg_995","inhibits","inhibition_phosphorylation","KEGG",-1
"kegg_11211","kegg_1855","activates","activation","KEGG",1
"kegg_11211","kegg_1855","other","indirect effect","KEGG",0
"kegg_11211","kegg_1856","activates","activation","KEGG",1
"kegg_11211","kegg_1856","other","indirect effect","KEGG",0
"kegg_11211","kegg_1857","activates","activation","KEGG",1
"kegg_11211","kegg_1857","other","indirect effect","KEGG",0
"kegg_11211","kegg_2239","other","binding_association","KEGG",0
"kegg_11211","kegg_23236","other","indirect effect","KEGG",0
"kegg_11211","kegg_4040","other","binding_association","KEGG",0
"kegg_11211","kegg_4041","other","binding_association","KEGG",0
"kegg_11211","kegg_4919","other","binding_association","KEGG",0
"kegg_11211","kegg_4920","other","binding_association","KEGG",0
"kegg_11211","kegg_5330","other","indirect effect","KEGG",0
"kegg_11211","kegg_5331","other","indirect effect","KEGG",0
"kegg_11211","kegg_5332","other","indirect effect","KEGG",0
"kegg_11211","kegg_6259","other","binding_association","KEGG",0
"kegg_11221","kegg_1432","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5594","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5595","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5599","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5600","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5601","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5602","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_5603","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_11221","kegg_6300","inhibits","inhibition_dephosphorylation","KEGG",-1
"kegg_112398","kegg_2034","activates","activation","KEGG",1
"kegg_112398","kegg_2034","other","missing interaction","KEGG",0
"kegg_112398","kegg_3091","activates","activation","KEGG",1
"kegg_112398","kegg_3091","other","missing interaction","KEGG",0
"kegg_112399","kegg_2034","activates","activation","KEGG",1
"kegg_112399","kegg_2034","other","missing interaction","KEGG",0
"kegg_112399","kegg_3091","activates","activation","KEGG",1
"kegg_112399","kegg_3091","other","missing interaction","KEGG",0
"kegg_112744","kegg_23765","activates","activation","KEGG",1
"kegg_112744","kegg_84818","activates","activation","KEGG",1
"kegg_1128","kegg_146850","activates","activation","KEGG",1
"kegg_1128","kegg_23533","activates","activation","KEGG",1
"kegg_1128","kegg_2767","activates","activation","KEGG",1
"kegg_1128","kegg_2769","activates","activation","KEGG",1
"kegg_1128","kegg_2770","activates","activation","KEGG",1
"kegg_1128","kegg_2771","activates","activation","KEGG",1
"kegg_1128","kegg_2773","activates","activation","KEGG",1
"kegg_1128","kegg_2774","activates","activation","KEGG",1
"kegg_1128","kegg_2776","activates","activation","KEGG",1
"kegg_1128","kegg_2778","activates","activation","KEGG",1
"kegg_1128","kegg_5294","activates","activation","KEGG",1
"kegg_1128","kegg_9630","activates","activation","KEGG",1
"kegg_1129","kegg_146850","activates","activation","KEGG",1
"kegg_1129","kegg_23533","activates","activation","KEGG",1
"kegg_1129","kegg_2767","activates","activation","KEGG",1
"kegg_1129","kegg_2769","activates","activation","KEGG",1
"kegg_1129","kegg_2770","activates","activation","KEGG",1
"kegg_1129","kegg_2771","activates","activation","KEGG",1
"kegg_1129","kegg_2773","activates","activation","KEGG",1
"kegg_1129","kegg_2776","activates","activation","KEGG",1
"kegg_1129","kegg_5294","activates","activation","KEGG",1
"kegg_1129","kegg_9630","activates","activation","KEGG",1
"kegg_113","kegg_5566","other","compound","KEGG",0
"kegg_113","kegg_5567","other","compound","KEGG",0
"kegg_113","kegg_5568","other","compound","KEGG",0
"kegg_113","kegg_C00575","activates","activation","KEGG",1
"kegg_113026","kegg_3708","other","compound","KEGG",0
"kegg_113026","kegg_3709","other","compound","KEGG",0
"kegg_113026","kegg_3710","other","compound","KEGG",0
"kegg_113026","kegg_5578","other","compound","KEGG",0
"kegg_113026","kegg_5579","other","compound","KEGG",0
"kegg_113026","kegg_5582","other","compound","KEGG",0
"kegg_1131","kegg_2767","activates","activation","KEGG",1
"kegg_1131","kegg_2769","activates","activation","KEGG",1
"kegg_1131","kegg_2774","activates","activation","KEGG",1
"kegg_1131","kegg_2776","activates","activation","KEGG",1
"kegg_1131","kegg_2778","activates","activation","KEGG",1
"kegg_1131","kegg_9630","activates","activation","KEGG",1
"kegg_11317","kegg_171558","activates","expression","KEGG",1
"kegg_11317","kegg_22938","other","binding_association","KEGG",0
"kegg_11317","kegg_23462","activates","expression","KEGG",1
"kegg_11317","kegg_23493","activates","expression","KEGG",1
"kegg_11317","kegg_26508","activates","expression","KEGG",1
"kegg_11317","kegg_3280","activates","expression","KEGG",1
"kegg_11317","kegg_388585","activates","expression","KEGG",1
"kegg_1133","kegg_2774","activates","activation","KEGG",1
"kegg_1133","kegg_2778","activates","activation","KEGG",1
"kegg_114","kegg_5566","other","compound","KEGG",0
"kegg_114","kegg_5567","other","compound","KEGG",0
"kegg_114","kegg_5568","other","compound","KEGG",0
"kegg_114","kegg_C00575","activates","activation","KEGG",1
"kegg_1147","kegg_2475","activates","activation_phosphorylation","KEGG",1
"kegg_1147","kegg_4790","activates","activation|activation_indirect effect","KEGG",1
"kegg_1147","kegg_4790","other","indirect effect","KEGG",0
"kegg_1147","kegg_4791","other","indirect effect","KEGG",0
"kegg_1147","kegg_4792","activates","activation_phosphorylation","KEGG",1
"kegg_1147","kegg_5970","activates","activation|activation_indirect effect","KEGG",1
"kegg_1147","kegg_5970","other","indirect effect","KEGG",0
"kegg_1147","kegg_5971","other","indirect effect","KEGG",0
"kegg_115","kegg_5566","other","compound","KEGG",0
"kegg_115","kegg_5567","other","compound","KEGG",0
"kegg_115","kegg_5568","other","compound","KEGG",0
"kegg_115","kegg_C00575","activates","activation","KEGG",1
"kegg_1154","kegg_6772","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6773","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6774","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6775","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6776","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6777","inhibits","inhibition","KEGG",-1
"kegg_1154","kegg_6778","inhibits","inhibition","KEGG",-1
"kegg_115727","kegg_22800","activates","activation","KEGG",1
"kegg_115727","kegg_22808","activates","activation","KEGG",1
"kegg_115727","kegg_3265","activates","activation","KEGG",1
"kegg_115727","kegg_3845","activates","activation","KEGG",1
"kegg_115727","kegg_4893","activates","activation","KEGG",1
"kegg_115727","kegg_6237","activates","activation","KEGG",1
"kegg_116","kegg_117","activates","activation","KEGG",1
"kegg_116","kegg_135","activates","activation","KEGG",1
"kegg_116","kegg_1394","activates","activation","KEGG",1
"kegg_116","kegg_1395","activates","activation","KEGG",1
"kegg_116","kegg_139760","activates","activation","KEGG",1
"kegg_116","kegg_153","activates","activation","KEGG",1
"kegg_116","kegg_154","activates","activation","KEGG",1
"kegg_116","kegg_1812","activates","activation","KEGG",1
"kegg_116","kegg_1816","activates","activation","KEGG",1
"kegg_116","kegg_2492","activates","activation","KEGG",1
"kegg_116","kegg_2696","activates","activation","KEGG",1
"kegg_116","kegg_2740","activates","activation","KEGG",1
"kegg_116","kegg_3360","activates","activation","KEGG",1
"kegg_116","kegg_3362","activates","activation","KEGG",1
"kegg_116","kegg_3973","activates","activation","KEGG",1
"kegg_116","kegg_4158","activates","activation","KEGG",1
"kegg_116","kegg_4881","activates","activation","KEGG",1
"kegg_116","kegg_5732","activates","activation","KEGG",1
"kegg_116","kegg_7253","activates","activation","KEGG",1
"kegg_116","kegg_7434","activates","activation","KEGG",1
"kegg_1163","kegg_6500","activates","activation","KEGG",1
"kegg_1163","kegg_6502","activates","activation","KEGG",1
"kegg_1163","kegg_8454","activates","activation","KEGG",1
"kegg_1163","kegg_9978","activates","activation","KEGG",1
"kegg_116379","kegg_6774","activates","activation_phosphorylation","KEGG",1
"kegg_1164","kegg_6500","activates","activation","KEGG",1
"kegg_1164","kegg_6502","activates","activation","KEGG",1
"kegg_1164","kegg_8454","activates","activation","KEGG",1
"kegg_1164","kegg_9978","activates","activation","KEGG",1
"kegg_117","kegg_2778","activates","activation","KEGG",1
"kegg_117145","kegg_10000","inhibits","inhibition","KEGG",-1
"kegg_117145","kegg_207","inhibits","inhibition","KEGG",-1
"kegg_117145","kegg_208","inhibits","inhibition","KEGG",-1
"kegg_117178","kegg_4301","other","binding_association","KEGG",0
"kegg_118788","kegg_5290","activates","activation","KEGG",1
"kegg_118788","kegg_5291","activates","activation","KEGG",1
"kegg_118788","kegg_5293","activates","activation","KEGG",1
"kegg_118788","kegg_5295","activates","activation","KEGG",1
"kegg_118788","kegg_5296","activates","activation","KEGG",1
"kegg_118788","kegg_8503","activates","activation","KEGG",1
"kegg_119504","kegg_10393","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_10744","inhibits","inhibition_ubiquitination","KEGG",-1
"kegg_119504","kegg_119504","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_246184","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_25847","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_25906","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_29882","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_29945","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_51343","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_51343","inhibits","inhibition","KEGG",-1
"kegg_119504","kegg_51433","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_51434","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_51529","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_5347","inhibits","inhibition_ubiquitination","KEGG",-1
"kegg_119504","kegg_64682","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_8697","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_8881","activates","activation_indirect effect","KEGG",1
"kegg_119504","kegg_9232","inhibits","inhibition_ubiquitination","KEGG",-1
"kegg_119504","kegg_996","activates","activation_indirect effect","KEGG",1
"kegg_122011","kegg_1499","other","binding_association","KEGG",0
"kegg_122011","kegg_6608","activates","activation_phosphorylation","KEGG",1
